106,833781,瑞奇智造,-6.84,-0.0,-0.03,1457,995100.0,0.0,6.85,6.82,6.82,6.87,0.80,0.0,18.17,2.18,1676997162.0753458
107,831195,三祥科技,-8.86,-0.0,-0.04,1393,1235500.0,0.01,8.96,8.83,8.90,8.90,0.24,0.0,12.50,1.45,1676997162.0753458
108,838810,春光药装,-8.69,-0.0,-0.04,1545,1344200.0,0.01,8.78,8.66,8.71,8.73,0.69,0.01,13.62,2.10,1676997162.0753458
109,430489,佳先股份,-6.41,-0.0,-0.03,1803,1158400.0,0.02,6.48,6.38,6.43,6.44,0.72,0.0,14.10,1.73,1676997162.0753458
110,873527,夜光明,-8.40,-0.0,-0.04,1547,1297900.0,0.02,8.50,8.33,8.45,8.44,1.91,0.01,14.73,1.35,1676997162.0753458
111,831832,科达自控,-12.38,-0.0,-0.06,909,1130900.0,0.02,12.56,12.37,12.50,12.44,0.31,0.0,44.69,1.57,1676997162.0753458
112,832110,雷特科技,-16.26,-0.0,-0.08,504,818700.0,0.0,16.30,16.22,16.30,16.34,0.44,0.0,16.68,1.97,1676997162.0753458
113,836807,奔朗新材,-6.04,-0.0,-0.03,2784,1683100.0,0.01,6.10,6.01,6.09,6.07,1.01,0.0,14.38,1.16,1676997162.0753458
114,833429,康比特,-8.04,-0.01,-0.04,4883,3928700.0,0.01,8.09,8.01,8.02,8.08,1.06,0.01,16.98,1.38,1676997162.0753458
115,835368,连城数控,-59.67,-0.01,-0.30,1069,6340400.0,0.02,59.97,59.02,59.97,59.97,0.61,0.0,40.76,4.97,1676997162.0753458
116,831010,凯添燃气,-3.90,-0.01,-0.02,3167,1231300.0,0.01,3.92,3.87,3.90,3.92,0.72,0.0,13.76,1.48,1676997162.0753458
117,831856,浩淼科技,-5.76,-0.01,-0.03,86,49700.0,0.01,5.82,5.76,5.82,5.79,0.17,0.0,13.59,1.06,1676997162.0753458
118,870436,大地电气,-7.36,-0.01,-0.04,431,318100.0,0.02,7.52,7.35,7.52,7.40,0.58,0.0,-37.54,1.55,1676997162.0753458
119,836077,吉林碳谷,-48.49,-0.01,-0.27,1693,8216900.0,0.01,48.77,48.27,48.66,48.76,0.35,0.0,23.96,11.54,1676997162.0753458
120,830839,万通液压,-7.15,-0.01,-0.04,711,512200.0,0.03,7.24,7.04,7.07,7.19,1.47,0.0,16.38,1.96,1676997162.0753458
121,832000,安徽凤凰,-5.28,-0.01,-0.03,733,385800.0,0.03,5.33,5.19,5.33,5.31,1.82,0.0,12.87,0.98,1676997162.0753458
122,873223,荣亿精密,-3.43,-0.01,-0.02,6166,2114100.0,0.01,3.46,3.41,3.43,3.45,0.63,0.01,27.17,1.63,1676997162.0753458
123,836675,秉扬科技,-5.04,-0.01,-0.03,1317,661600.0,0.01,5.07,5.00,5.02,5.07,0.90,0.0,14.19,1.64,1676997162.0753458
124,430139,华岭股份,-11.32,-0.01,-0.07,4349,4956200.0,0.03,11.55,11.25,11.50,11.39,0.44,0.0,41.81,2.98,1676997162.0753458
125,839790,联迪信息,-6.43,-0.01,-0.04,1119,720000.0,0.01,6.47,6.42,6.47,6.47,0.35,0.01,43.76,1.57,1676997162.0753458
126,836826,盖世食品,-9.53,-0.01,-0.06,959,908600.0,0.02,9.60,9.43,9.53,9.59,0.52,0.0,26.06,3.06,1676997162.0753458
127,831641,格利尔,-11.04,-0.01,-0.07,3546,3903900.0,0.02,11.17,10.95,11.17,11.11,0.81,0.01,11.47,2.29,1676997162.0753458
128,836942,恒立钻具,-11.00,-0.01,-0.07,618,679800.0,0.01,11.08,10.96,11.00,11.07,0.70,0.0,16.99,1.60,1676997162.0753458
129,873001,纬达光电,-7.61,-0.01,-0.05,2678,2038300.0,0.02,7.69,7.57,7.60,7.66,0.96,0.01,17.32,1.57,1676997162.0753458
130,837821,则成电子,-8.92,-0.01,-0.06,1336,1189100.0,0.01,8.99,8.88,8.99,8.98,0.93,0.01,27.65,1.28,1676997162.0753458
131,832278,鹿得医疗,-5.74,-0.01,-0.04,272,157700.0,0.01,5.82,5.74,5.82,5.78,0.27,0.0,27.08,2.64,1676997162.0753458
132,833171,国航远洋,-4.30,-0.01,-0.03,9414,4051500.0,0.01,4.33,4.28,4.33,4.33,1.39,0.01,9.64,1.68,1676997162.0753458
133,835207,众诚科技,-7.03,-0.01,-0.05,2827,1992500.0,0.03,7.16,6.96,7.12,7.08,0.53,0.01,25.78,1.95,1676997162.0753458
134,839371,欧福蛋业,-4.06,-0.01,-0.03,16400.0,6668600.0,0.02,4.10,4.03,4.09,4.09,0.56,0.04,21.72,1.74,1676997162.0753458
135,871970,大禹生物,-8.11,-0.01,-0.06,433,351800.0,0.01,8.17,8.11,8.11,8.17,0.77,0.0,29.01,1.28,1676997162.0753458
136,430418,苏轴股份,-10.75,-0.01,-0.08,868,926800.0,0.02,10.88,10.63,10.78,10.83,0.88,0.0,13.75,1.76,1676997162.0753458
137,830946,森萱医药,-9.33,-0.01,-0.07,14300.0,13377000.0,0.02,9.43,9.28,9.33,9.40,0.62,0.0,21.75,3.74,1676997162.0753458
138,430198,微创光电,-4.90,-0.01,-0.04,1148,563600.0,0.01,4.95,4.88,4.95,4.94,0.85,0.0,-17.65,1.28,1676997162.0753458
139,832023,田野股份,-3.62,-0.01,-0.03,20700.0,7522900.0,0.01,3.65,3.61,3.64,3.65,0.55,0.01,20.67,1.02,1676997162.0753458
140,871553,凯腾精工,-3.61,-0.01,-0.03,707,255500.0,0.03,3.69,3.58,3.64,3.64,0.40,0.0,23.42,1.56,1676997162.0753458
141,831855,浙江大农,-7.13,-0.01,-0.06,1472,1050900.0,0.01,7.17,7.11,7.11,7.19,0.85,0.01,11.79,1.05,1676997162.0753458
142,870357,雅葆轩,-12.75,-0.01,-0.11,1014,1298500.0,0.01,12.85,12.71,12.85,12.86,0.57,0.01,12.28,2.21,1676997162.0753458
143,836239,长虹能源,-26.29,-0.01,-0.23,3269,8611500.0,0.02,26.58,26.03,26.50,26.52,0.89,0.01,18.25,3.29,1676997162.0753458
144,831152,昆工科技,-20.04,-0.01,-0.18,20100.0,39222300.0,0.06,20.27,19.01,20.20,20.22,0.68,0.04,55.25,5.16,1676997162.0753458
145,837242,建邦科技,-8.82,-0.01,-0.08,160,141400.0,0.01,8.90,8.79,8.79,8.90,0.23,0.0,10.77,1.20,1676997162.0753458
146,838670,恒进感应,-18.03,-0.01,-0.17,1317,2365000.0,0.02,18.28,17.87,18.28,18.20,1.30,0.01,22.64,2.76,1676997162.0753458
147,837092,汉鑫科技,-14.73,-0.01,-0.14,686,1007300.0,0.02,14.86,14.63,14.75,14.87,1.63,0.01,59.24,1.84,1676997162.0753458
148,872925,锦好医疗,-15.07,-0.01,-0.15,889,1341500.0,0.01,15.16,15.05,15.16,15.22,1.02,0.0,17.86,2.09,1676997162.0753458
149,871753,天纺标,-7.90,-0.01,-0.08,688,540800.0,0.02,7.98,7.80,7.96,7.98,1.23,0.01,20.10,1.61,1676997162.0753458
150,834475,三友科技,-6.58,-0.01,-0.07,895,589700.0,0.01,6.65,6.57,6.65,6.65,1.19,0.0,15.62,2.01,1676997162.0753458
151,834407,驰诚股份,-8.27,-0.01,-0.09,15000.0,12487500.0,0.05,8.60,8.20,8.21,8.36,0.47,0.12,19.51,2.32,1676997162.0753458
152,835985,海泰新能,-9.80,-0.01,-0.11,15000.0,14811200.0,0.03,10.07,9.74,9.84,9.91,0.55,0.01,32.20,2.52,1676997162.0753458
153,831961,创远信科,-10.97,-0.01,-0.13,1703,1864100.0,0.01,11.03,10.89,11.00,11.10,1.09,0.0,67.94,2.23,1676997162.0753458
154,833580,科创新材,-4.63,-0.01,-0.06,4834,2234600.0,0.03,4.74,4.59,4.74,4.69,0.24,0.02,20.02,1.22,1676997162.0753458
155,871981,晶赛科技,-14.36,-0.01,-0.19,1926,2772400.0,0.03,14.70,14.22,14.43,14.55,0.94,0.0,20.97,2.11,1676997162.0753458
156,832802,保丽洁,-9.22,-0.01,-0.13,5245,4834600.0,0.02,9.35,9.15,9.35,9.35,0.45,0.04,18.79,1.47,1676997162.0753458
157,838262,太湖雪,-14.75,-0.01,-0.21,1841,2715800.0,0.02,15.03,14.68,14.96,14.96,0.55,0.02,18.06,1.84,1676997162.0753458
158,837046,亿能电力,-5.40,-0.01,-0.08,1438,779100.0,0.02,5.49,5.39,5.49,5.48,0.75,0.01,17.96,1.81,1676997162.0753458
159,839725,惠丰钻石,-18.07,-0.01,-0.27,5521,9994900.0,0.03,18.38,17.84,18.38,18.34,1.13,0.02,21.28,2.91,1676997162.0753458
160,832662,方盛股份,-8.10,-0.02,-0.13,5224,4250400.0,0.02,8.27,8.10,8.27,8.23,0.66,0.03,14.31,1.95,1676997162.0753458
1,839273,N魔芋,15.02,0.32,3.64,107800.0,172000000.0,0.17,17.00,15.02,16.60,11.38,15188.10,0.45,14.42,2.12,1676997976.0922396
2,872808,曙光数创,39.99,0.05,1.87,7389,29141400.0,0.07,40.45,37.81,38.12,38.12,1.64,0.03,52.31,6.81,1676997976.0922396
3,831039,国义招标,5.39,0.02,0.12,2367,1265400.0,0.03,5.42,5.27,5.27,5.27,3.31,0.0,12.40,1.47,1676997976.0922396
4,835640,富士达,17.48,0.02,0.34,1496,2590000.0,0.04,17.50,16.83,17.02,17.14,0.67,0.0,21.25,4.36,1676997976.0922396
5,834682,球冠电缆,5.39,0.01,0.07,6443,3462700.0,0.01,5.41,5.34,5.36,5.32,3.77,0.01,12.42,1.11,1676997976.0922396
6,838402,硅烷科技,17.20,0.01,0.22,17300.0,29858100.0,0.04,17.68,17.00,17.00,16.98,0.56,0.03,28.51,4.52,1676997976.0922396
7,838171,邦德股份,10.19,0.01,0.11,8353,8430900.0,0.03,10.25,9.97,10.13,10.08,0.90,0.03,15.49,2.73,1676997976.0922396
8,833075,柏星龙,10.62,0.01,0.11,545,580300.0,0.02,10.70,10.47,10.47,10.51,0.35,0.0,14.34,1.80,1676997976.0922396
